name,anomaly,status,level,intense,threshold,reconstruction_error,anomaly_count,latest_temp,anomalies,report_timestamp
ColdRoom1,1,Anomaly Detected,Critical,4,0.41189,1.867009,190,7.4,"[{'timestamp': '2026-04-10 00:45:18', 'temperature': 8.4, 'humidity': 81.8, 'type': 'model_anomaly', 'mse': 0.46089857714161137}, {'timestamp': '2026-04-09 11:31:13', 'temperature': 17.4, 'humidity': 67.6, 'type': 'model_anomaly', 'mse': 0.4756182281776802}, {'timestamp': '2026-04-09 11:24:13', 'temperature': 19.1, 'humidity': 67.1, 'type': 'model_anomaly', 'mse': 0.4702074854397664}, {'timestamp': '2026-04-09 11:18:13', 'temperature': 21.2, 'humidity': 65.7, 'type': 'model_anomaly', 'mse': 0.42113101684275556}, {'timestamp': '2026-04-09 11:17:13', 'temperature': 21.7, 'humidity': 65.2, 'type': 'model_anomaly', 'mse': 0.4395817405717016}, {'timestamp': '2026-04-09 11:16:13', 'temperature': 22.2, 'humidity': 65.0, 'type': 'model_anomaly', 'mse': 0.47975153859557307}, {'timestamp': '2026-04-09 11:14:13', 'temperature': 23.0, 'humidity': 64.6, 'type': 'model_anomaly', 'mse': 0.5159008791709393}, {'timestamp': '2026-04-09 11:12:13', 'temperature': 23.9, 'humidity': 63.6, 'type': 'model_anomaly', 'mse': 0.5301783673780848}, {'timestamp': '2026-04-09 11:11:13', 'temperature': 24.4, 'humidity': 63.0, 'type': 'model_anomaly', 'mse': 0.5225595805580622}, {'timestamp': '2026-04-09 11:10:13', 'temperature': 24.9, 'humidity': 62.4, 'type': 'model_anomaly', 'mse': 0.5582450576472389}, {'timestamp': '2026-04-09 11:08:13', 'temperature': 26.2, 'humidity': 60.9, 'type': 'sudden_spike'}, {'timestamp': '2026-04-08 23:04:08', 'temperature': 8.1, 'humidity': 69.5, 'type': 'model_anomaly', 'mse': 0.4879521162308138}, {'timestamp': '2026-04-08 16:11:05', 'temperature': 18.6, 'humidity': 64.9, 'type': 'model_anomaly', 'mse': 1.2026830644030955}, {'timestamp': '2026-04-08 15:51:05', 'temperature': 23.2, 'humidity': 61.6, 'type': 'sudden_spike'}, {'timestamp': '2026-04-08 15:44:05', 'temperature': 27.6, 'humidity': 55.1, 'type': 'sudden_spike'}, {'timestamp': '2026-04-08 08:06:01', 'temperature': 6.2, 'humidity': 73.7, 'type': 'model_anomaly', 'mse': 0.4188238999620238}, {'timestamp': '2026-04-08 08:05:01', 'temperature': 6.0, 'humidity': 71.3, 'type': 'model_anomaly', 'mse': 0.4765415099678673}, {'timestamp': '2026-04-08 08:04:01', 'temperature': 6.6, 'humidity': 71.9, 'type': 'model_anomaly', 'mse': 0.5012885480029852}, {'timestamp': '2026-04-08 08:02:01', 'temperature': 7.8, 'humidity': 73.7, 'type': 'model_anomaly', 'mse': 0.4974728519464467}, {'timestamp': '2026-04-08 08:01:01', 'temperature': 8.5, 'humidity': 75.6, 'type': 'model_anomaly', 'mse': 0.5104508274382935}, {'timestamp': '2026-04-08 07:57:01', 'temperature': 7.9, 'humidity': 78.1, 'type': 'model_anomaly', 'mse': 0.5239414561365786}, {'timestamp': '2026-04-08 07:56:01', 'temperature': 7.4, 'humidity': 77.2, 'type': 'model_anomaly', 'mse': 0.4565094390712198}, {'timestamp': '2026-04-08 07:49:01', 'temperature': 6.7, 'humidity': 77.7, 'type': 'model_anomaly', 'mse': 0.4166900832068897}, {'timestamp': '2026-04-08 05:42:01', 'temperature': 8.1, 'humidity': 74.6, 'type': 'model_anomaly', 'mse': 0.41471359523750634}, {'timestamp': '2026-04-08 05:40:01', 'temperature': 7.1, 'humidity': 73.1, 'type': 'model_anomaly', 'mse': 0.43741373873736383}, {'timestamp': '2026-04-08 05:39:01', 'temperature': 6.4, 'humidity': 71.5, 'type': 'model_anomaly', 'mse': 0.5287921946201448}, {'timestamp': '2026-04-08 05:37:00', 'temperature': 6.2, 'humidity': 68.0, 'type': 'model_anomaly', 'mse': 0.5743759556585771}, {'timestamp': '2026-04-08 05:36:00', 'temperature': 6.8, 'humidity': 68.6, 'type': 'model_anomaly', 'mse': 0.5629522905310789}, {'timestamp': '2026-04-08 05:35:00', 'temperature': 7.4, 'humidity': 69.8, 'type': 'model_anomaly', 'mse': 0.5348527819534602}, {'timestamp': '2026-04-08 05:31:00', 'temperature': 6.6, 'humidity': 76.4, 'type': 'model_anomaly', 'mse': 0.47757339670540766}, {'timestamp': '2026-04-08 05:30:00', 'temperature': 6.1, 'humidity': 77.0, 'type': 'model_anomaly', 'mse': 0.4131019539352178}, {'timestamp': '2026-04-08 04:42:00', 'temperature': 6.4, 'humidity': 67.3, 'type': 'model_anomaly', 'mse': 0.7855509329785647}, {'timestamp': '2026-04-08 04:39:00', 'temperature': 7.2, 'humidity': 70.6, 'type': 'model_anomaly', 'mse': 0.5390750048604537}, {'timestamp': '2026-04-08 04:37:00', 'temperature': 6.6, 'humidity': 73.0, 'type': 'model_anomaly', 'mse': 0.4123827190822064}, {'timestamp': '2026-04-07 10:07:53', 'temperature': 7.0, 'humidity': 74.8, 'type': 'model_anomaly', 'mse': 0.4173768122607954}, {'timestamp': '2026-04-07 09:52:53', 'temperature': 5.6, 'humidity': 68.1, 'type': 'model_anomaly', 'mse': 0.44728152404012045}, {'timestamp': '2026-04-07 09:43:53', 'temperature': 5.4, 'humidity': 72.5, 'type': 'model_anomaly', 'mse': 0.5055516082436274}, {'timestamp': '2026-04-07 09:42:53', 'temperature': 5.9, 'humidity': 73.2, 'type': 'model_anomaly', 'mse': 0.4732619187220838}, {'timestamp': '2026-04-07 09:41:53', 'temperature': 6.4, 'humidity': 74.0, 'type': 'model_anomaly', 'mse': 0.4428685505884722}, {'timestamp': '2026-04-07 09:40:53', 'temperature': 7.0, 'humidity': 74.7, 'type': 'model_anomaly', 'mse': 0.4671544990866318}, {'timestamp': '2026-04-07 09:39:53', 'temperature': 7.6, 'humidity': 74.5, 'type': 'model_anomaly', 'mse': 0.5066359702635832}, {'timestamp': '2026-04-07 09:38:53', 'temperature': 8.6, 'humidity': 73.1, 'type': 'model_anomaly', 'mse': 0.5344338923655247}, {'timestamp': '2026-04-07 09:37:53', 'temperature': 9.3, 'humidity': 72.2, 'type': 'model_anomaly', 'mse': 0.5595472695294329}, {'timestamp': '2026-04-07 09:36:53', 'temperature': 8.8, 'humidity': 72.0, 'type': 'model_anomaly', 'mse': 0.5733384765717462}, {'timestamp': '2026-04-07 09:35:53', 'temperature': 8.3, 'humidity': 71.6, 'type': 'model_anomaly', 'mse': 0.626506132670122}, {'timestamp': '2026-04-07 09:34:53', 'temperature': 7.7, 'humidity': 71.3, 'type': 'model_anomaly', 'mse': 0.642750440490115}, {'timestamp': '2026-04-07 09:33:53', 'temperature': 7.0, 'humidity': 71.3, 'type': 'model_anomaly', 'mse': 0.6570964541700689}, {'timestamp': '2026-04-07 09:32:52', 'temperature': 6.2, 'humidity': 71.2, 'type': 'model_anomaly', 'mse': 0.6543165948236817}, {'timestamp': '2026-04-07 09:31:52', 'temperature': 5.5, 'humidity': 69.0, 'type': 'model_anomaly', 'mse': 0.635049209670974}, {'timestamp': '2026-04-07 09:30:52', 'temperature': 6.0, 'humidity': 67.9, 'type': 'model_anomaly', 'mse': 0.6896408897688818}, {'timestamp': '2026-04-07 09:29:52', 'temperature': 6.9, 'humidity': 66.8, 'type': 'model_anomaly', 'mse': 0.6179504117705862}, {'timestamp': '2026-04-07 09:26:52', 'temperature': 7.4, 'humidity': 69.9, 'type': 'model_anomaly', 'mse': 0.5428183195611284}, {'timestamp': '2026-04-07 09:24:52', 'temperature': 6.8, 'humidity': 73.7, 'type': 'model_anomaly', 'mse': 0.5737708674147193}, {'timestamp': '2026-04-07 09:23:52', 'temperature': 6.2, 'humidity': 75.2, 'type': 'model_anomaly', 'mse': 0.5008823015374715}, {'timestamp': '2026-04-07 09:21:52', 'temperature': 5.5, 'humidity': 73.2, 'type': 'model_anomaly', 'mse': 0.4836272311880821}, {'timestamp': '2026-04-07 09:19:52', 'temperature': 6.3, 'humidity': 74.7, 'type': 'model_anomaly', 'mse': 0.5256153408037542}, {'timestamp': '2026-04-07 09:18:52', 'temperature': 6.9, 'humidity': 75.1, 'type': 'model_anomaly', 'mse': 0.5927687660457415}, {'timestamp': '2026-04-07 09:15:52', 'temperature': 9.0, 'humidity': 72.2, 'type': 'model_anomaly', 'mse': 0.5281454660907715}, {'timestamp': '2026-04-07 09:14:52', 'temperature': 8.5, 'humidity': 71.8, 'type': 'model_anomaly', 'mse': 0.528490172321487}, {'timestamp': '2026-04-07 09:13:52', 'temperature': 8.0, 'humidity': 71.5, 'type': 'model_anomaly', 'mse': 0.5333916093592553}, {'timestamp': '2026-04-07 09:12:52', 'temperature': 7.4, 'humidity': 71.1, 'type': 'model_anomaly', 'mse': 0.532649423202617}, {'timestamp': '2026-04-07 09:09:52', 'temperature': 5.7, 'humidity': 67.9, 'type': 'model_anomaly', 'mse': 0.4282877133778474}, {'timestamp': '2026-04-07 08:34:52', 'temperature': 6.9, 'humidity': 74.9, 'type': 'model_anomaly', 'mse': 0.4163791625450683}, {'timestamp': '2026-04-07 08:30:52', 'temperature': 8.8, 'humidity': 71.9, 'type': 'model_anomaly', 'mse': 0.4161517057212504}, {'timestamp': '2026-04-07 08:28:52', 'temperature': 7.7, 'humidity': 71.1, 'type': 'model_anomaly', 'mse': 0.47446023003284354}, {'timestamp': '2026-04-07 08:27:52', 'temperature': 6.9, 'humidity': 70.9, 'type': 'model_anomaly', 'mse': 0.5835111025118939}, {'timestamp': '2026-04-07 08:26:52', 'temperature': 6.1, 'humidity': 70.3, 'type': 'model_anomaly', 'mse': 0.5487064777394518}, {'timestamp': '2026-04-07 08:25:52', 'temperature': 5.5, 'humidity': 67.9, 'type': 'model_anomaly', 'mse': 0.6007763166453385}, {'timestamp': '2026-04-07 08:23:52', 'temperature': 6.9, 'humidity': 66.9, 'type': 'model_anomaly', 'mse': 0.5767052592022819}, {'timestamp': '2026-04-07 08:18:52', 'temperature': 6.5, 'humidity': 73.4, 'type': 'model_anomaly', 'mse': 0.6278398345814156}, {'timestamp': '2026-04-07 08:17:52', 'temperature': 5.9, 'humidity': 74.2, 'type': 'model_anomaly', 'mse': 0.6209237227079698}, {'timestamp': '2026-04-07 08:15:52', 'temperature': 5.4, 'humidity': 72.2, 'type': 'model_anomaly', 'mse': 0.5798895744217089}, {'timestamp': '2026-04-07 08:13:52', 'temperature': 6.3, 'humidity': 73.7, 'type': 'model_anomaly', 'mse': 0.641611885364406}, {'timestamp': '2026-04-07 08:12:52', 'temperature': 6.8, 'humidity': 74.5, 'type': 'model_anomaly', 'mse': 0.6807808491549192}, {'timestamp': '2026-04-07 08:11:52', 'temperature': 7.3, 'humidity': 74.9, 'type': 'model_anomaly', 'mse': 0.675935542660614}, {'timestamp': '2026-04-07 08:10:52', 'temperature': 8.0, 'humidity': 74.0, 'type': 'model_anomaly', 'mse': 0.6732789884526447}, {'timestamp': '2026-04-07 08:08:52', 'temperature': 9.1, 'humidity': 71.7, 'type': 'model_anomaly', 'mse': 0.6353131648467232}, {'timestamp': '2026-04-07 08:06:52', 'temperature': 8.0, 'humidity': 71.0, 'type': 'model_anomaly', 'mse': 0.6433844880139571}, {'timestamp': '2026-04-07 08:05:52', 'temperature': 7.4, 'humidity': 70.6, 'type': 'model_anomaly', 'mse': 0.6589285474958347}, {'timestamp': '2026-04-07 08:04:52', 'temperature': 6.6, 'humidity': 70.5, 'type': 'model_anomaly', 'mse': 0.6643606979695859}, {'timestamp': '2026-04-07 08:02:52', 'temperature': 5.7, 'humidity': 68.0, 'type': 'model_anomaly', 'mse': 0.6196136895858996}, {'timestamp': '2026-04-07 07:58:52', 'temperature': 7.4, 'humidity': 69.4, 'type': 'model_anomaly', 'mse': 0.4558048611008764}, {'timestamp': '2026-04-07 07:56:52', 'temperature': 6.7, 'humidity': 72.4, 'type': 'model_anomaly', 'mse': 0.4347923167361995}, {'timestamp': '2026-04-07 07:51:52', 'temperature': 6.0, 'humidity': 73.6, 'type': 'model_anomaly', 'mse': 0.41352628244221157}, {'timestamp': '2026-04-07 07:49:52', 'temperature': 6.9, 'humidity': 75.0, 'type': 'model_anomaly', 'mse': 0.42479820737754975}, {'timestamp': '2026-04-06 21:34:48', 'temperature': 17.1, 'humidity': 64.1, 'type': 'model_anomaly', 'mse': 0.4186531976011866}, {'timestamp': '2026-04-06 21:24:48', 'temperature': 21.1, 'humidity': 61.9, 'type': 'model_anomaly', 'mse': 0.49083166050504884}, {'timestamp': '2026-04-06 21:23:48', 'temperature': 21.7, 'humidity': 61.4, 'type': 'sudden_spike'}, {'timestamp': '2026-04-06 09:58:43', 'temperature': 8.4, 'humidity': 81.1, 'type': 'model_anomaly', 'mse': 0.43315294039066343}, {'timestamp': '2026-04-06 09:43:43', 'temperature': 9.1, 'humidity': 75.4, 'type': 'model_anomaly', 'mse': 0.4238474938592956}, {'timestamp': '2026-04-06 09:41:43', 'temperature': 9.4, 'humidity': 79.4, 'type': 'model_anomaly', 'mse': 0.49425335270778875}, {'timestamp': '2026-04-06 09:39:43', 'temperature': 8.2, 'humidity': 80.4, 'type': 'model_anomaly', 'mse': 0.4152987583016736}, {'timestamp': '2026-04-06 09:37:43', 'temperature': 6.7, 'humidity': 79.3, 'type': 'model_anomaly', 'mse': 0.42261637993843865}, {'timestamp': '2026-04-06 09:36:43', 'temperature': 5.8, 'humidity': 76.5, 'type': 'model_anomaly', 'mse': 0.43540393278978057}, {'timestamp': '2026-04-05 16:34:36', 'temperature': 11.0, 'humidity': 77.5, 'type': 'model_anomaly', 'mse': 0.4619525746915137}, {'timestamp': '2026-04-05 16:33:36', 'temperature': 10.1, 'humidity': 77.3, 'type': 'model_anomaly', 'mse': 0.47682781273262625}, {'timestamp': '2026-04-05 16:32:36', 'temperature': 9.1, 'humidity': 75.4, 'type': 'model_anomaly', 'mse': 0.4757128589505062}, {'timestamp': '2026-04-05 16:30:36', 'temperature': 7.7, 'humidity': 73.1, 'type': 'model_anomaly', 'mse': 0.47369404574288165}, {'timestamp': '2026-04-05 16:29:36', 'temperature': 7.0, 'humidity': 72.8, 'type': 'model_anomaly', 'mse': 0.5409864636957986}, {'timestamp': '2026-04-05 16:28:36', 'temperature': 6.4, 'humidity': 71.3, 'type': 'model_anomaly', 'mse': 0.5070744385249012}, {'timestamp': '2026-04-05 16:27:36', 'temperature': 6.3, 'humidity': 69.1, 'type': 'model_anomaly', 'mse': 0.48629832896850617}, {'timestamp': '2026-04-05 16:26:36', 'temperature': 6.8, 'humidity': 68.8, 'type': 'model_anomaly', 'mse': 0.48742401818047254}, {'timestamp': '2026-04-05 16:25:36', 'temperature': 7.6, 'humidity': 67.9, 'type': 'model_anomaly', 'mse': 0.4767942404947243}, {'timestamp': '2026-04-05 16:18:36', 'temperature': 6.8, 'humidity': 76.7, 'type': 'model_anomaly', 'mse': 0.5792520698738451}, {'timestamp': '2026-04-05 16:17:36', 'temperature': 6.3, 'humidity': 76.2, 'type': 'model_anomaly', 'mse': 0.5498952846429286}, {'timestamp': '2026-04-05 16:13:36', 'temperature': 7.0, 'humidity': 73.7, 'type': 'model_anomaly', 'mse': 0.46158795530154717}, {'timestamp': '2026-04-05 16:12:36', 'temperature': 7.6, 'humidity': 74.3, 'type': 'model_anomaly', 'mse': 0.47762269473272984}, {'timestamp': '2026-04-05 16:11:36', 'temperature': 8.1, 'humidity': 74.9, 'type': 'model_anomaly', 'mse': 0.4881400182022437}, {'timestamp': '2026-04-05 16:10:36', 'temperature': 8.7, 'humidity': 75.5, 'type': 'model_anomaly', 'mse': 0.5247515009238646}, {'timestamp': '2026-04-05 16:08:36', 'temperature': 10.2, 'humidity': 76.3, 'type': 'model_anomaly', 'mse': 0.6022148246787811}, {'timestamp': '2026-04-05 16:06:36', 'temperature': 9.3, 'humidity': 76.9, 'type': 'model_anomaly', 'mse': 0.5530672636924052}, {'timestamp': '2026-04-05 16:05:36', 'temperature': 8.8, 'humidity': 77.0, 'type': 'model_anomaly', 'mse': 0.5068196514905143}, {'timestamp': '2026-04-05 15:31:36', 'temperature': 6.8, 'humidity': 73.2, 'type': 'model_anomaly', 'mse': 0.4360308010741149}, {'timestamp': '2026-04-05 15:30:36', 'temperature': 7.3, 'humidity': 73.6, 'type': 'model_anomaly', 'mse': 0.4172554840454708}, {'timestamp': '2026-04-05 11:07:34', 'temperature': 8.6, 'humidity': 74.1, 'type': 'model_anomaly', 'mse': 0.41711100899280185}, {'timestamp': '2026-04-05 11:06:34', 'temperature': 9.2, 'humidity': 74.1, 'type': 'model_anomaly', 'mse': 0.49539580797509397}, {'timestamp': '2026-04-05 11:04:34', 'temperature': 9.9, 'humidity': 73.6, 'type': 'model_anomaly', 'mse': 0.5897171241311757}, {'timestamp': '2026-04-05 11:03:34', 'temperature': 9.4, 'humidity': 73.3, 'type': 'model_anomaly', 'mse': 0.5913885541234151}, {'timestamp': '2026-04-05 11:01:34', 'temperature': 8.2, 'humidity': 72.4, 'type': 'model_anomaly', 'mse': 0.48951363999400654}, {'timestamp': '2026-04-04 11:15:24', 'temperature': 8.4, 'humidity': 69.5, 'type': 'model_anomaly', 'mse': 0.45911309246143817}, {'timestamp': '2026-04-04 05:47:22', 'temperature': 18.9, 'humidity': 65.7, 'type': 'model_anomaly', 'mse': 0.45964752738971715}, {'timestamp': '2026-04-04 05:43:22', 'temperature': 20.7, 'humidity': 65.2, 'type': 'model_anomaly', 'mse': 0.4399576067391362}, {'timestamp': '2026-04-04 05:42:22', 'temperature': 21.2, 'humidity': 64.8, 'type': 'model_anomaly', 'mse': 0.4822524171658824}, {'timestamp': '2026-04-04 05:41:22', 'temperature': 21.9, 'humidity': 64.4, 'type': 'model_anomaly', 'mse': 0.4859941660941732}, {'timestamp': '2026-04-04 05:40:22', 'temperature': 22.6, 'humidity': 64.0, 'type': 'model_anomaly', 'mse': 0.470031063750217}, {'timestamp': '2026-04-04 05:39:22', 'temperature': 23.5, 'humidity': 63.6, 'type': 'model_anomaly', 'mse': 0.46469350791757874}, {'timestamp': '2026-04-04 05:38:22', 'temperature': 24.3, 'humidity': 63.1, 'type': 'model_anomaly', 'mse': 0.4811905437834302}, {'timestamp': '2026-04-04 05:37:22', 'temperature': 25.2, 'humidity': 61.7, 'type': 'sudden_spike'}, {'timestamp': '2026-04-03 17:52:17', 'temperature': 12.5, 'humidity': 77.3, 'type': 'model_anomaly', 'mse': 0.6206432820033824}, {'timestamp': '2026-04-03 17:43:17', 'temperature': 10.2, 'humidity': 77.3, 'type': 'model_anomaly', 'mse': 0.695890753093123}, {'timestamp': '2026-04-03 17:38:17', 'temperature': 8.3, 'humidity': 75.9, 'type': 'model_anomaly', 'mse': 0.7543391251427319}, {'timestamp': '2026-04-03 17:37:17', 'temperature': 7.7, 'humidity': 75.2, 'type': 'model_anomaly', 'mse': 0.8155582294378391}, {'timestamp': '2026-04-03 17:34:17', 'temperature': 7.0, 'humidity': 75.7, 'type': 'model_anomaly', 'mse': 0.6045034911414301}, {'timestamp': '2026-04-03 17:32:17', 'temperature': 6.4, 'humidity': 79.4, 'type': 'model_anomaly', 'mse': 0.5001033457163268}, {'timestamp': '2026-04-03 17:31:17', 'temperature': 6.0, 'humidity': 81.7, 'type': 'model_anomaly', 'mse': 0.5161212262922751}, {'timestamp': '2026-04-03 17:30:17', 'temperature': 5.3, 'humidity': 81.2, 'type': 'model_anomaly', 'mse': 0.5174993373232998}, {'timestamp': '2026-04-03 17:27:17', 'temperature': 5.7, 'humidity': 81.0, 'type': 'model_anomaly', 'mse': 1.2359323446831316}, {'timestamp': '2026-04-03 17:22:17', 'temperature': 7.8, 'humidity': 80.5, 'type': 'model_anomaly', 'mse': 0.7882031707668359}, {'timestamp': '2026-04-03 17:21:17', 'temperature': 7.2, 'humidity': 80.3, 'type': 'model_anomaly', 'mse': 0.6675626772790924}, {'timestamp': '2026-04-03 17:20:17', 'temperature': 6.6, 'humidity': 79.7, 'type': 'model_anomaly', 'mse': 0.6826709228827429}, {'timestamp': '2026-04-03 17:18:17', 'temperature': 5.2, 'humidity': 78.9, 'type': 'model_anomaly', 'mse': 0.6236135335154849}, {'timestamp': '2026-04-03 17:16:17', 'temperature': 5.1, 'humidity': 77.3, 'type': 'model_anomaly', 'mse': 0.6500268397446352}, {'timestamp': '2026-04-03 17:14:17', 'temperature': 5.9, 'humidity': 79.4, 'type': 'model_anomaly', 'mse': 0.5726649731882759}, {'timestamp': '2026-04-03 17:13:17', 'temperature': 6.5, 'humidity': 80.1, 'type': 'model_anomaly', 'mse': 0.5792231840262804}, {'timestamp': '2026-04-03 17:12:17', 'temperature': 7.2, 'humidity': 79.8, 'type': 'model_anomaly', 'mse': 0.5403720982545019}, {'timestamp': '2026-04-03 17:07:17', 'temperature': 6.7, 'humidity': 80.6, 'type': 'model_anomaly', 'mse': 0.4280181841948865}, {'timestamp': '2026-04-03 17:06:17', 'temperature': 5.8, 'humidity': 79.9, 'type': 'model_anomaly', 'mse': 0.437798077202314}, {'timestamp': '2026-04-03 17:02:17', 'temperature': 5.5, 'humidity': 76.8, 'type': 'model_anomaly', 'mse': 0.5802114103883301}, {'timestamp': '2026-04-03 17:01:17', 'temperature': 6.0, 'humidity': 77.7, 'type': 'model_anomaly', 'mse': 0.5757251325695423}, {'timestamp': '2026-04-03 17:00:17', 'temperature': 6.6, 'humidity': 78.4, 'type': 'model_anomaly', 'mse': 1.183850030790226}, {'timestamp': '2026-04-03 16:59:17', 'temperature': 7.5, 'humidity': 78.3, 'type': 'model_anomaly', 'mse': 1.1685866996624366}, {'timestamp': '2026-04-03 16:58:17', 'temperature': 8.5, 'humidity': 77.6, 'type': 'model_anomaly', 'mse': 1.0826965487159752}, {'timestamp': '2026-04-03 16:56:17', 'temperature': 7.9, 'humidity': 78.0, 'type': 'model_anomaly', 'mse': 1.1594225493619787}, {'timestamp': '2026-04-03 16:55:17', 'temperature': 7.2, 'humidity': 78.0, 'type': 'model_anomaly', 'mse': 1.230278750958385}, {'timestamp': '2026-04-03 16:54:17', 'temperature': 6.6, 'humidity': 78.0, 'type': 'model_anomaly', 'mse': 1.302883955683395}, {'timestamp': '2026-04-03 16:53:17', 'temperature': 5.6, 'humidity': 77.5, 'type': 'model_anomaly', 'mse': 1.4157408105945748}, {'timestamp': '2026-04-03 16:51:17', 'temperature': 4.7, 'humidity': 73.2, 'type': 'model_anomaly', 'mse': 1.3526632083731733}, {'timestamp': '2026-04-03 16:49:17', 'temperature': 6.0, 'humidity': 73.3, 'type': 'model_anomaly', 'mse': 1.5061604604715164}, {'timestamp': '2026-04-03 16:48:17', 'temperature': 7.1, 'humidity': 73.1, 'type': 'model_anomaly', 'mse': 1.2224395323582178}, {'timestamp': '2026-04-03 16:46:17', 'temperature': 7.1, 'humidity': 77.4, 'type': 'model_anomaly', 'mse': 1.148459315105129}, {'timestamp': '2026-04-03 16:45:17', 'temperature': 6.6, 'humidity': 77.5, 'type': 'model_anomaly', 'mse': 1.2569657983696425}, {'timestamp': '2026-04-03 16:44:17', 'temperature': 6.3, 'humidity': 79.7, 'type': 'model_anomaly', 'mse': 1.6674478993548736}, {'timestamp': '2026-04-03 16:43:17', 'temperature': 5.7, 'humidity': 80.9, 'type': 'model_anomaly', 'mse': 1.8106449770318052}, {'timestamp': '2026-04-03 16:42:17', 'temperature': 5.0, 'humidity': 78.4, 'type': 'model_anomaly', 'mse': 1.8670093670120342}, {'timestamp': '2026-04-03 16:39:17', 'temperature': 6.0, 'humidity': 80.8, 'type': 'model_anomaly', 'mse': 1.8439078000777538}, {'timestamp': '2026-04-03 16:38:17', 'temperature': 6.5, 'humidity': 80.1, 'type': 'model_anomaly', 'mse': 1.8305815784473063}, {'timestamp': '2026-04-03 16:37:17', 'temperature': 7.1, 'humidity': 79.1, 'type': 'model_anomaly', 'mse': 1.8206661582038683}, {'timestamp': '2026-04-03 16:35:17', 'temperature': 8.1, 'humidity': 79.6, 'type': 'model_anomaly', 'mse': 1.4449303876536155}, {'timestamp': '2026-04-03 16:32:17', 'temperature': 6.2, 'humidity': 78.3, 'type': 'model_anomaly', 'mse': 1.2949678678720111}, {'timestamp': '2026-04-03 16:31:17', 'temperature': 5.5, 'humidity': 77.9, 'type': 'model_anomaly', 'mse': 1.335769717172501}, {'timestamp': '2026-04-03 16:27:17', 'temperature': 5.4, 'humidity': 77.4, 'type': 'model_anomaly', 'mse': 0.889812044375855}, {'timestamp': '2026-04-03 16:25:17', 'temperature': 6.4, 'humidity': 79.3, 'type': 'model_anomaly', 'mse': 0.9052892347694541}, {'timestamp': '2026-04-03 16:22:17', 'temperature': 8.4, 'humidity': 80.3, 'type': 'model_anomaly', 'mse': 0.5647921967634517}, {'timestamp': '2026-04-03 16:21:17', 'temperature': 7.9, 'humidity': 80.6, 'type': 'model_anomaly', 'mse': 0.5352583914762379}, {'timestamp': '2026-04-03 16:20:17', 'temperature': 7.2, 'humidity': 80.5, 'type': 'model_anomaly', 'mse': 0.5492181769801556}, {'timestamp': '2026-04-03 15:19:17', 'temperature': 5.7, 'humidity': 75.4, 'type': 'model_anomaly', 'mse': 0.4879762216099519}, {'timestamp': '2026-04-03 15:16:17', 'temperature': 7.4, 'humidity': 77.3, 'type': 'model_anomaly', 'mse': 0.49622149864588216}, {'timestamp': '2026-04-03 15:15:17', 'temperature': 8.3, 'humidity': 77.1, 'type': 'model_anomaly', 'mse': 0.625823984864996}, {'timestamp': '2026-04-03 15:13:16', 'temperature': 8.8, 'humidity': 76.8, 'type': 'model_anomaly', 'mse': 0.7184312770345322}, {'timestamp': '2026-04-03 15:11:16', 'temperature': 7.6, 'humidity': 77.0, 'type': 'model_anomaly', 'mse': 0.8073491878379438}, {'timestamp': '2026-04-03 15:10:16', 'temperature': 6.9, 'humidity': 77.2, 'type': 'model_anomaly', 'mse': 0.692424710682841}, {'timestamp': '2026-04-03 15:09:16', 'temperature': 5.9, 'humidity': 77.0, 'type': 'model_anomaly', 'mse': 0.524446063439145}, {'timestamp': '2026-04-03 15:05:16', 'temperature': 5.4, 'humidity': 72.8, 'type': 'model_anomaly', 'mse': 0.4348230947059472}, {'timestamp': '2026-04-03 14:49:16', 'temperature': 6.9, 'humidity': 79.8, 'type': 'model_anomaly', 'mse': 0.4239767161393476}, {'timestamp': '2026-04-03 14:46:16', 'temperature': 8.7, 'humidity': 78.8, 'type': 'model_anomaly', 'mse': 0.4270170681890041}, {'timestamp': '2026-04-03 13:22:16', 'temperature': 7.2, 'humidity': 75.6, 'type': 'model_anomaly', 'mse': 0.4129251318950898}, {'timestamp': '2026-04-03 13:21:16', 'temperature': 6.3, 'humidity': 75.4, 'type': 'model_anomaly', 'mse': 0.4291512182938855}, {'timestamp': '2026-04-03 11:43:15', 'temperature': 7.1, 'humidity': 72.1, 'type': 'model_anomaly', 'mse': 0.417429488101455}, {'timestamp': '2026-04-03 11:42:15', 'temperature': 6.5, 'humidity': 73.3, 'type': 'model_anomaly', 'mse': 0.44922077340847255}, {'timestamp': '2026-04-03 11:41:15', 'temperature': 5.8, 'humidity': 74.0, 'type': 'model_anomaly', 'mse': 0.9543927176732916}]",2026-04-10 12:45:51
ColdRoom10,1,Anomaly Detected,Critical,4,4.444258,9268.567521,3,25.1,"[{'timestamp': '2026-04-10 09:37:15', 'temperature': 21.8, 'humidity': 64.4, 'type': 'sudden_spike'}, {'timestamp': '2026-04-06 21:26:21', 'temperature': 21.5, 'humidity': 66.0, 'type': 'sudden_spike'}, {'timestamp': '2026-04-06 21:01:10', 'temperature': 19.7, 'humidity': 45.3, 'type': 'sudden_spike'}]",2026-04-10 12:45:51
